Protein	Protein ID	Entry Name	Gene	Description	Protein Length	Organism	Protein Existence	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Indistinguishable Proteins	C_41079 Intensity	C_41079 MaxLFQ Intensity	C_41079 Spectral Count	C_41079 Unique Spectral Count	C_41079 Total Spectral Count
Cont_P04264;Cont_P04259	Cont_P04264;Cont_P04259	K2C1_HUMAN;K2C6B_HUMAN	KRT1;KRT6B	Keratin, type II cytoskeletal 6B	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		199666000.0	199666000.0	1	1	1
Cont_P04264;Cont_Q8BGZ7;Cont_Q922U2;Cont_P50446	Cont_P04264;Cont_Q8BGZ7;Cont_Q922U2;Cont_P50446	K2C1_HUMAN;K2C5_MOUSE;K2C6A_MOUSE;K2C75_MOUSE	KRT1;Krt5;Krt6a;Krt75	Keratin, type II cytoskeletal 1	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		126618000.0	126618000.0	1	1	1
Cont_P04264;Cont_Q922U2	Cont_P04264;Cont_Q922U2	K2C1_HUMAN;K2C5_MOUSE	KRT1;Krt5	Keratin, type II cytoskeletal 1	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		514705000.0	514705000.0	1	1	1
Cont_P05783	Cont_P05783	K1C18_HUMAN	KRT18	Keratin, type I cytoskeletal 18	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		539601.0	539601.0	1	1	1
Cont_P05783;Cont_P05784	Cont_P05783;Cont_P05784	K1C18_HUMAN;K1C18_MOUSE	KRT18;Krt18	Keratin, type I cytoskeletal 18	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		260047.0	260047.0	1	1	1
Cont_P05783;Cont_P08727;Cont_P05784	Cont_P05783;Cont_P08727;Cont_P05784	K1C18_HUMAN;K1C18_MOUSE;K1C19_HUMAN	KRT18;KRT19;Krt18	Keratin, type I cytoskeletal 18	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		1489100.0	1489100.0	1	1	1
Cont_P05787;Cont_P02538;Cont_P04259;Cont_Q8BGZ7;Cont_P48668;Cont_P50446	Cont_P05787;Cont_P02538;Cont_P04259;Cont_Q8BGZ7;Cont_P48668;Cont_P50446	K2C6A_HUMAN;K2C6A_MOUSE;K2C6B_HUMAN;K2C6C_HUMAN;K2C75_MOUSE;K2C8_HUMAN	KRT6A;KRT6B;KRT6C;KRT8;Krt6a;Krt75	Keratin, type II cytoskeletal 6A	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		9677480.0	9677480.0	1	1	1
Cont_P08727	Cont_P08727	K1C19_HUMAN	KRT19	Keratin, type I cytoskeletal 19	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_P08779	Cont_P08779	K1C16_HUMAN	KRT16	Keratin, type I cytoskeletal 16	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		55281300.0	55281300.0	1	1	1
Cont_P08779;Cont_P02533	Cont_P08779;Cont_P02533	K1C14_HUMAN;K1C16_HUMAN	KRT14;KRT16	Keratin, type I cytoskeletal 14	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		14000400.0	14000400.0	1	1	1
Cont_P08779;Cont_P02533;Cont_Q04695;Cont_P08727;Cont_P19012	Cont_P08779;Cont_P02533;Cont_Q04695;Cont_P08727;Cont_P19012	K1C14_HUMAN;K1C15_HUMAN;K1C16_HUMAN;K1C17_HUMAN;K1C19_HUMAN	KRT14;KRT15;KRT16;KRT17;KRT19	Keratin, type I cytoskeletal 14	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		70142500.0	70142500.0	1	1	1
Cont_P08779;Cont_P02533;Cont_Q04695;Cont_Q9Z2K1	Cont_P08779;Cont_P02533;Cont_Q04695;Cont_Q9Z2K1	K1C14_HUMAN;K1C16_HUMAN;K1C16_MOUSE;K1C17_HUMAN	KRT14;KRT16;KRT17;Krt16	Keratin, type I cytoskeletal 14	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		136797000.0	136797000.0	1	1	1
Cont_P08779;Cont_P02533;Cont_Q9Z2K1	Cont_P08779;Cont_P02533;Cont_Q9Z2K1	K1C14_HUMAN;K1C16_HUMAN;K1C16_MOUSE	KRT14;KRT16;Krt16	Keratin, type I cytoskeletal 14	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		24680500.0	24680500.0	1	1	1
Cont_P08779;Cont_P02533;Cont_Q9Z2K1;Cont_O77727	Cont_P08779;Cont_P02533;Cont_Q9Z2K1;Cont_O77727	K1C14_HUMAN;K1C15_SHEEP;K1C16_HUMAN;K1C16_MOUSE	KRT14;KRT15;KRT16;Krt16	Keratin, type I cytoskeletal 15	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		37538000.0	37538000.0	1	1	1
Cont_P08779;Cont_P08727	Cont_P08779;Cont_P08727	K1C16_HUMAN;K1C19_HUMAN	KRT16;KRT19	Keratin, type I cytoskeletal 19	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		1332420.0	1332420.0	1	1	1
Cont_P08779;Cont_P13646;Cont_P02533;Cont_P19012;Cont_O77727	Cont_P08779;Cont_P13646;Cont_P02533;Cont_P19012;Cont_O77727	K1C13_HUMAN;K1C14_HUMAN;K1C15_HUMAN;K1C15_SHEEP;K1C16_HUMAN	KRT13;KRT14;KRT15;KRT16	Keratin, type I cytoskeletal 15	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		29248300.0	29248300.0	1	1	1
Cont_P08779;Cont_P13646;Cont_P02533;Cont_Q04695;Cont_P08727;Cont_P19012;Cont_Q9Z2K1	Cont_P08779;Cont_P13646;Cont_P02533;Cont_Q04695;Cont_P08727;Cont_P19012;Cont_Q9Z2K1	K1C13_HUMAN;K1C14_HUMAN;K1C15_HUMAN;K1C16_HUMAN;K1C16_MOUSE;K1C17_HUMAN;K1C19_HUMAN	KRT13;KRT14;KRT15;KRT16;KRT17;KRT19;Krt16	Keratin, type I cytoskeletal 14	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		116304000.0	116304000.0	1	1	1
Cont_P08779;Cont_Q9Z2K1	Cont_P08779;Cont_Q9Z2K1	K1C16_HUMAN;K1C16_MOUSE	KRT16;Krt16	Keratin, type I cytoskeletal 16	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		9829220.0	9829220.0	1	1	1
Cont_P12035;Cont_Q01546	Cont_P12035;Cont_Q01546	K22O_HUMAN;K2C3_HUMAN	KRT3;KRT76	Keratin, type II cytoskeletal 3	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		460331.0	460331.0	1	1	1
Cont_P12763	Cont_P12763	FETUA_BOVIN	AHSG	Alpha-2-HS-glycoprotein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		31942.4	31942.4	1	1	1
Cont_P13645	Cont_P13645	K1C10_HUMAN	KRT10	Keratin, type I cytoskeletal 10	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		97615700.0	97615700.0	1	1	1
Cont_P13645;Cont_O77727	Cont_P13645;Cont_O77727	K1C10_HUMAN;K1C15_SHEEP	KRT10;KRT15	Keratin, type I cytoskeletal 15	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		152590000.0	152590000.0	1	1	1
Cont_P13645;Cont_P02535	Cont_P13645;Cont_P02535	K1C10_HUMAN;K1C10_MOUSE	KRT10;Krt10	Keratin, type I cytoskeletal 10	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		183409000.0	183409000.0	1	1	1
Cont_P13645;Cont_P08779;Cont_P02533;Cont_Q9Z2K1;Cont_P02535	Cont_P13645;Cont_P08779;Cont_P02533;Cont_Q9Z2K1;Cont_P02535	K1C10_HUMAN;K1C10_MOUSE;K1C14_HUMAN;K1C16_HUMAN;K1C16_MOUSE	KRT10;KRT14;KRT16;Krt10;Krt16	Keratin, type I cytoskeletal 14	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		9313080.0	9313080.0	1	1	1
Cont_P13645;Cont_P08779;Cont_P13646;Cont_P02533;Cont_Q04695;Cont_P05783;Cont_Q15323;Cont_Q14525;Cont_P08727;Cont_Q14532;Cont_P19012;Cont_P02534;Cont_Q9Z2K1;Cont_O77727;Cont_P02535;Cont_O76013;Cont_P05784	Cont_P13645;Cont_P08779;Cont_P13646;Cont_P02533;Cont_Q04695;Cont_P05783;Cont_Q15323;Cont_Q14525;Cont_P08727;Cont_Q14532;Cont_P19012;Cont_P02534;Cont_Q9Z2K1;Cont_O77727;Cont_P02535;Cont_O76013;Cont_P05784	K1C10_HUMAN;K1C10_MOUSE;K1C13_HUMAN;K1C14_HUMAN;K1C15_HUMAN;K1C15_SHEEP;K1C16_HUMAN;K1C16_MOUSE;K1C17_HUMAN;K1C18_HUMAN;K1C18_MOUSE;K1C19_HUMAN;K1H1_HUMAN;K1H2_HUMAN;K1M1_SHEEP;KRT36_HUMAN;KT33B_HUMAN	KRT10;KRT13;KRT14;KRT15;KRT16;KRT17;KRT18;KRT19;KRT31;KRT32;KRT33B;KRT36;Krt10;Krt16;Krt18	Keratin, type I cuticular Ha6	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		313138000.0	313138000.0	1	1	1
Cont_P13645;Cont_P13646;Cont_O77727;Cont_P02535	Cont_P13645;Cont_P13646;Cont_O77727;Cont_P02535	K1C10_HUMAN;K1C10_MOUSE;K1C13_HUMAN;K1C15_SHEEP	KRT10;KRT13;KRT15;Krt10	Keratin, type I cytoskeletal 15	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		77193000.0	77193000.0	1	1	1
Cont_P13646;Cont_P02535	Cont_P13646;Cont_P02535	K1C10_MOUSE;K1C13_HUMAN	KRT13;Krt10	Keratin, type I cytoskeletal 10	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_P13646;Cont_P19012	Cont_P13646;Cont_P19012	K1C13_HUMAN;K1C15_HUMAN	KRT13;KRT15	Keratin, type I cytoskeletal 13	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_P13646;Cont_P19012;Cont_Q99456	Cont_P13646;Cont_P19012;Cont_Q99456	K1C12_HUMAN;K1C13_HUMAN;K1C15_HUMAN	KRT12;KRT13;KRT15	Keratin, type I cytoskeletal 13	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_P13647	Cont_P13647	K2C5_HUMAN	KRT5	Keratin, type II cytoskeletal 5	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		34179400.0	34179400.0	1	1	1
Cont_P13647;Cont_O95678;Cont_P02538;Cont_P04259;Cont_P48668;Cont_Q922U2;Cont_Q6IME9;Cont_P50446	Cont_P13647;Cont_O95678;Cont_P02538;Cont_P04259;Cont_P48668;Cont_Q922U2;Cont_Q6IME9;Cont_P50446	K2C5_HUMAN;K2C5_MOUSE;K2C6A_HUMAN;K2C6A_MOUSE;K2C6B_HUMAN;K2C6C_HUMAN;K2C72_MOUSE;K2C75_HUMAN	KRT5;KRT6A;KRT6B;KRT6C;KRT75;Krt5;Krt6a;Krt72	Keratin, type II cytoskeletal 75	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		27949100.0	27949100.0	1	1	1
Cont_P13647;Cont_O95678;Cont_P05787;Cont_P02538;Cont_P04259;Cont_Q8BGZ7;Cont_P48668;Cont_Q922U2;Cont_P12035;Cont_P50446;Cont_Q01546	Cont_P13647;Cont_O95678;Cont_P05787;Cont_P02538;Cont_P04259;Cont_Q8BGZ7;Cont_P48668;Cont_Q922U2;Cont_P12035;Cont_P50446;Cont_Q01546	K22O_HUMAN;K2C3_HUMAN;K2C5_HUMAN;K2C5_MOUSE;K2C6A_HUMAN;K2C6A_MOUSE;K2C6B_HUMAN;K2C6C_HUMAN;K2C75_HUMAN;K2C75_MOUSE;K2C8_HUMAN	KRT3;KRT5;KRT6A;KRT6B;KRT6C;KRT75;KRT76;KRT8;Krt5;Krt6a;Krt75	Keratin, type II cytoskeletal 75	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		457946.0	457946.0	1	1	1
Cont_P13647;Cont_P02538;Cont_P04259;Cont_P48668	Cont_P13647;Cont_P02538;Cont_P04259;Cont_P48668	K2C5_HUMAN;K2C6A_HUMAN;K2C6B_HUMAN;K2C6C_HUMAN	KRT5;KRT6A;KRT6B;KRT6C	Keratin, type II cytoskeletal 6A	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		80207400.0	80207400.0	1	1	1
Cont_P13647;Cont_P02538;Cont_P48668	Cont_P13647;Cont_P02538;Cont_P48668	K2C5_HUMAN;K2C6A_HUMAN;K2C6C_HUMAN	KRT5;KRT6A;KRT6C	Keratin, type II cytoskeletal 6A	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		51742800.0	51742800.0	1	1	1
Cont_P13647;Cont_Q922U2	Cont_P13647;Cont_Q922U2	K2C5_HUMAN;K2C5_MOUSE	KRT5;Krt5	Keratin, type II cytoskeletal 5	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		25465000.0	25465000.0	1	1	1
Cont_P15241;Cont_P78385;Cont_Q14533	Cont_P15241;Cont_P78385;Cont_Q14533	K2M2_SHEEP;KRT81_HUMAN;KRT83_HUMAN	KRT81;KRT83	Keratin, type II microfibrillar, component 7C	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_P15252	Cont_P15252	REF_HEVBR		Rubber elongation factor protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_P19013	Cont_P19013	K2C4_HUMAN	KRT4	Keratin, type II cytoskeletal 4	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_P19013;Cont_P12035	Cont_P19013;Cont_P12035	K2C3_HUMAN;K2C4_HUMAN	KRT3;KRT4	Keratin, type II cytoskeletal 3	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_P19013;Cont_Q86Y46	Cont_P19013;Cont_Q86Y46	K2C4_HUMAN;K2C73_HUMAN	KRT4;KRT73	Keratin, type II cytoskeletal 4	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_P19909	Cont_P19909	SPG2_STRSG	spg	Immunoglobulin G-binding protein G	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		262530.0	262530.0	1	1	1
Cont_P20930	Cont_P20930	FILA_HUMAN	FLG	Filaggrin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		3298360.0	3298360.0	1	1	1
Cont_P22629	Cont_P22629	SAV_STRAV		Streptavidin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		10048400.0	10048400.0	1	1	1
Cont_P25691;Cont_P15241;Cont_P78385;Cont_Q14533	Cont_P25691;Cont_P15241;Cont_P78385;Cont_Q14533	K2M2_SHEEP;K2M3_SHEEP;KRT81_HUMAN;KRT83_HUMAN	KRT81;KRT83	Keratin, type II microfibrillar, component 7C	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		105605.0	105605.0	1	1	1
Cont_P35527	Cont_P35527	K1C9_HUMAN	KRT9	Keratin, type I cytoskeletal 9	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		564341000.0	564341000.0	1	1	1
Cont_P35527;Cont_P13645;Cont_P08779;Cont_P02533;Cont_Q04695;Cont_P08727;Cont_P19012;Cont_P05784;Cont_Q99456	Cont_P35527;Cont_P13645;Cont_P08779;Cont_P02533;Cont_Q04695;Cont_P08727;Cont_P19012;Cont_P05784;Cont_Q99456	K1C10_HUMAN;K1C12_HUMAN;K1C14_HUMAN;K1C15_HUMAN;K1C16_HUMAN;K1C17_HUMAN;K1C18_MOUSE;K1C19_HUMAN;K1C9_HUMAN	KRT10;KRT12;KRT14;KRT15;KRT16;KRT17;KRT19;KRT9;Krt18	Keratin, type I cytoskeletal 14	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		862643000.0	862643000.0	1	1	1
Cont_P35908	Cont_P35908	K22E_HUMAN	KRT2	Keratin, type II cytoskeletal 2 epidermal	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		33392400.0	33392400.0	1	1	1
Cont_P35908;Cont_P04264	Cont_P35908;Cont_P04264	K22E_HUMAN;K2C1_HUMAN	KRT1;KRT2	Keratin, type II cytoskeletal 1	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		864566000.0	864566000.0	1	1	1
Cont_P35908;Cont_P04264;Cont_P13647;Cont_Q7Z794;Cont_O95678;Cont_P05787;Cont_P02538;Cont_P04259;Cont_Q8BGZ7;Cont_P48668;Cont_Q922U2;Cont_P12035;Cont_Q6IFZ6;Cont_P50446;Cont_Q01546	Cont_P35908;Cont_P04264;Cont_P13647;Cont_Q7Z794;Cont_O95678;Cont_P05787;Cont_P02538;Cont_P04259;Cont_Q8BGZ7;Cont_P48668;Cont_Q922U2;Cont_P12035;Cont_Q6IFZ6;Cont_P50446;Cont_Q01546	K22E_HUMAN;K22O_HUMAN;K2C1B_HUMAN;K2C1B_MOUSE;K2C1_HUMAN;K2C3_HUMAN;K2C5_HUMAN;K2C5_MOUSE;K2C6A_HUMAN;K2C6A_MOUSE;K2C6B_HUMAN;K2C6C_HUMAN;K2C75_HUMAN;K2C75_MOUSE;K2C8_HUMAN	KRT1;KRT2;KRT3;KRT5;KRT6A;KRT6B;KRT6C;KRT75;KRT76;KRT77;KRT8;Krt5;Krt6a;Krt75;Krt77	Keratin, type II cytoskeletal 75	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		101264000.0	101264000.0	1	1	1
Cont_P35908;Cont_P04264;Cont_Q7Z794;Cont_Q6IFZ6	Cont_P35908;Cont_P04264;Cont_Q7Z794;Cont_Q6IFZ6	K22E_HUMAN;K2C1B_HUMAN;K2C1B_MOUSE;K2C1_HUMAN	KRT1;KRT2;KRT77;Krt77	Keratin, type II cytoskeletal 1	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		427045000.0	427045000.0	1	1	1
Cont_P35908;Cont_P12035;Cont_Q01546	Cont_P35908;Cont_P12035;Cont_Q01546	K22E_HUMAN;K22O_HUMAN;K2C3_HUMAN	KRT2;KRT3;KRT76	Keratin, type II cytoskeletal 3	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		14515100.0	14515100.0	1	1	1
Cont_P35908;Cont_P13647;Cont_O95678;Cont_P02538;Cont_P04259;Cont_P48668	Cont_P35908;Cont_P13647;Cont_O95678;Cont_P02538;Cont_P04259;Cont_P48668	K22E_HUMAN;K2C5_HUMAN;K2C6A_HUMAN;K2C6B_HUMAN;K2C6C_HUMAN;K2C75_HUMAN	KRT2;KRT5;KRT6A;KRT6B;KRT6C;KRT75	Keratin, type II cytoskeletal 75	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		5436840.0	5436840.0	1	1	1
Cont_P35908;Cont_P13647;Cont_O95678;Cont_P02538;Cont_P04259;Cont_Q8BGZ7;Cont_P48668;Cont_Q922U2;Cont_P12035;Cont_P50446;Cont_Q01546	Cont_P35908;Cont_P13647;Cont_O95678;Cont_P02538;Cont_P04259;Cont_Q8BGZ7;Cont_P48668;Cont_Q922U2;Cont_P12035;Cont_P50446;Cont_Q01546	K22E_HUMAN;K22O_HUMAN;K2C3_HUMAN;K2C5_HUMAN;K2C5_MOUSE;K2C6A_HUMAN;K2C6A_MOUSE;K2C6B_HUMAN;K2C6C_HUMAN;K2C75_HUMAN;K2C75_MOUSE	KRT2;KRT3;KRT5;KRT6A;KRT6B;KRT6C;KRT75;KRT76;Krt5;Krt6a;Krt75	Keratin, type II cytoskeletal 75	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		6111410.0	6111410.0	1	1	1
Cont_P35908;Cont_P19013;Cont_P02538;Cont_P04259;Cont_P48668;Cont_Q01546	Cont_P35908;Cont_P19013;Cont_P02538;Cont_P04259;Cont_P48668;Cont_Q01546	K22E_HUMAN;K22O_HUMAN;K2C4_HUMAN;K2C6A_HUMAN;K2C6B_HUMAN;K2C6C_HUMAN	KRT2;KRT4;KRT6A;KRT6B;KRT6C;KRT76	Keratin, type II cytoskeletal 6A	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		90418500.0	90418500.0	1	1	1
Cont_P35908;Cont_P19013;Cont_P13647;Cont_Q7Z794;Cont_Q9NSB2;Cont_O95678;Cont_P05787;Cont_P02538;Cont_P04259;Cont_Q8BGZ7;Cont_P48668;Cont_Q922U2;Cont_P12035;Cont_Q86Y46;Cont_Q6IFZ6;Cont_Q6IME9;Cont_P50446;Cont_Q01546	Cont_P35908;Cont_P19013;Cont_P13647;Cont_Q7Z794;Cont_Q9NSB2;Cont_O95678;Cont_P05787;Cont_P02538;Cont_P04259;Cont_Q8BGZ7;Cont_P48668;Cont_Q922U2;Cont_P12035;Cont_Q86Y46;Cont_Q6IFZ6;Cont_Q6IME9;Cont_P50446;Cont_Q01546	K22E_HUMAN;K22O_HUMAN;K2C1B_HUMAN;K2C1B_MOUSE;K2C3_HUMAN;K2C4_HUMAN;K2C5_HUMAN;K2C5_MOUSE;K2C6A_HUMAN;K2C6A_MOUSE;K2C6B_HUMAN;K2C6C_HUMAN;K2C72_MOUSE;K2C73_HUMAN;K2C75_HUMAN;K2C75_MOUSE;K2C8_HUMAN;KRT84_HUMAN	KRT2;KRT3;KRT4;KRT5;KRT6A;KRT6B;KRT6C;KRT73;KRT75;KRT76;KRT77;KRT8;KRT84;Krt5;Krt6a;Krt72;Krt75;Krt77	Keratin, type II cytoskeletal 75	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		239407000.0	239407000.0	1	1	1
Cont_P35908;Cont_Q8N1N4;Cont_P13647;Cont_O95678;Cont_P02538;Cont_P04259;Cont_Q8BGZ7;Cont_P48668;Cont_Q922U2;Cont_Q86Y46;Cont_P50446;Cont_Q01546	Cont_P35908;Cont_Q8N1N4;Cont_P13647;Cont_O95678;Cont_P02538;Cont_P04259;Cont_Q8BGZ7;Cont_P48668;Cont_Q922U2;Cont_Q86Y46;Cont_P50446;Cont_Q01546	K22E_HUMAN;K22O_HUMAN;K2C5_HUMAN;K2C5_MOUSE;K2C6A_HUMAN;K2C6A_MOUSE;K2C6B_HUMAN;K2C6C_HUMAN;K2C73_HUMAN;K2C75_HUMAN;K2C75_MOUSE;K2C78_HUMAN	KRT2;KRT5;KRT6A;KRT6B;KRT6C;KRT73;KRT75;KRT76;KRT78;Krt5;Krt6a;Krt75	Keratin, type II cytoskeletal 75	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		17457000.0	17457000.0	1	1	1
Cont_P42212	Cont_P42212	GFP_AEQVI	GFP	Green fluorescent protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		42329500.0	42329500.0	1	1	1
Cont_P48668	Cont_P48668	K2C6C_HUMAN	KRT6C	Keratin, type II cytoskeletal 6C	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		92034.4	92034.4	1	1	1
Cont_P60712	Cont_P60712	ACTB_BOVIN	ACTB	Actin, cytoplasmic 1	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		1589170.0	1589170.0	1	1	1
Cont_P60712;A0A068USH6;A0A068TXK9;A0A068UEK0	Cont_P60712;A0A068USH6;A0A068TXK9;A0A068UEK0	A0A068TXK9_COFCA;A0A068UEK0_COFCA;A0A068USH6_COFCA;ACTB_BOVIN	ACTB;GSCOC_T00023529001;GSCOC_T00029878001;GSCOC_T00033615001	Actin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		2207760.0	2207760.0	1	1	1
Cont_P60712;A0A068UW83;A0A068USH6;A0A068TXK9	Cont_P60712;A0A068UW83;A0A068USH6;A0A068TXK9	A0A068TXK9_COFCA;A0A068USH6_COFCA;A0A068UW83_COFCA;ACTB_BOVIN	ACTB;GSCOC_T00029878001;GSCOC_T00033615001;GSCOC_T00037436001	Actin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		3720040.0	3720040.0	1	1	1
Cont_P60712;Cont_P68138	Cont_P60712;Cont_P68138	ACTB_BOVIN;ACTS_BOVIN	ACTA1;ACTB	Actin, cytoplasmic 1	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		3793450.0	3793450.0	1	1	1
Cont_P60712;Cont_P68138;A0A068TXK9	Cont_P60712;Cont_P68138;A0A068TXK9	A0A068TXK9_COFCA;ACTB_BOVIN;ACTS_BOVIN	ACTA1;ACTB;GSCOC_T00029878001	Actin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		1457420.0	1457420.0	1	1	1
Cont_P60712;Cont_P68138;A0A068USH6;A0A068UEK0	Cont_P60712;Cont_P68138;A0A068USH6;A0A068UEK0	A0A068UEK0_COFCA;A0A068USH6_COFCA;ACTB_BOVIN;ACTS_BOVIN	ACTA1;ACTB;GSCOC_T00023529001;GSCOC_T00033615001	Actin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		1659600.0	1659600.0	1	1	1
Cont_P60712;Cont_P68138;A0A068UW83;A0A068USH6;A0A068TXK9;A0A068TML6;A0A068UEK0	Cont_P60712;Cont_P68138;A0A068UW83;A0A068USH6;A0A068TXK9;A0A068TML6;A0A068UEK0	A0A068TML6_COFCA;A0A068TXK9_COFCA;A0A068UEK0_COFCA;A0A068USH6_COFCA;A0A068UW83_COFCA;ACTB_BOVIN;ACTS_BOVIN	ACTA1;ACTB;GSCOC_T00014855001;GSCOC_T00023529001;GSCOC_T00029878001;GSCOC_T00033615001;GSCOC_T00037436001	Actin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		3102170.0	3102170.0	1	1	1
Cont_P60712;Cont_P68138;A0A068UW83;A0A068USH6;A0A068TXK9;A0A068UEK0	Cont_P60712;Cont_P68138;A0A068UW83;A0A068USH6;A0A068TXK9;A0A068UEK0	A0A068TXK9_COFCA;A0A068UEK0_COFCA;A0A068USH6_COFCA;A0A068UW83_COFCA;ACTB_BOVIN;ACTS_BOVIN	ACTA1;ACTB;GSCOC_T00023529001;GSCOC_T00029878001;GSCOC_T00033615001;GSCOC_T00037436001	Actin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		2826870.0	2826870.0	1	1	1
